구,동내,단지명,동,계약년월,계약일,거래금액(만원),등기일자
제주시,월평동,제주첨단꿈에그린2단지아파트,208동,202407,19,48000,24.08.23
제주시,삼도일동,아산플라자,-,202407,19,31000,24.08.23
제주시,외도일동,해담은,-,202407,18,48500,-
제주시,이도이동,석정시티빌,-,202407,18,6200,24.07.18
제주시,삼도이동,수미안아파트,-,202407,18,35000,24.08.07
제주시,이도이동,석정시티빌,-,202407,18,6200,24.07.18
제주시,이도이동,주공3,-,202407,18,34000,-
제주시,이도일동,장원월드컵,103,202407,17,38500,24.08.08
제주시,건입동,골드트리,-,202407,17,25214,24.11.19
제주시,구좌읍,이루안아파트,-,202407,17,26000,24.08.20
제주시,화북이동,제주삼화사랑으로부영2차,204,202407,17,55000,24.08.05
제주시,연동,제주연동리슈빌디에스,-,202407,16,12800,24.08.16
제주시,연동,제웅솔내음,-,202407,16,10800,24.07.24
제주시,연동,가나타운,-,202407,16,14800,24.08.05
제주시,노형동,에코빌리지Ⅰ,-,202407,15,41500,24.12.20
제주시,화북이동,제주삼화사랑으로부영2차,208,202407,15,51500,24.11.20
제주시,일도이동,백강수피아2차,-,202407,15,30000,24.08.05
제주시,애월읍,제주하귀휴먼시아1단지,105,202407,15,45300,24.10.11
제주시,연동,연동가나휘닉스1,-,202407,15,38000,-
제주시,화북이동,제주삼화사랑으로부영2차,-,202407,15,51500,-
제주시,조천읍,대진유토피아빌리지(3차),-,202407,15,19000,-
제주시,조천읍,대진유토피아빌리지(3차),-,202407,15,19000,-
제주시,조천읍,대진유토피아빌리지(3차),-,202407,15,19000,24.09.05
제주시,도련일동,미듬하나로(도련),미듬하나로아파트 가동,202407,15,17500,24.08.23
제주시,오라이동,헤르지아,101,202407,14,41000,24.09.30
제주시,화북이동,벨루스타운Ⅲ,-,202407,14,30000,24.08.12
제주시,삼도일동,서림아이빌,-,202407,14,39000,-
제주시,일도이동,명주,-,202407,13,10800,24.08.21
제주시,일도이동,대유대림아파트,제주대유대림아파트 310,202407,13,40000,24.07.29
제주시,용담이동,디어하우스,-,202407,13,34000,24.08.09
제주시,외도일동,외도해든빌5차,-,202407,13,34100,24.09.20
제주시,외도일동,외도탐나지오,-,202407,13,37000,24.09.20
제주시,노형동,부영3차,301,202407,12,64300,24.09.10
제주시,일도이동,인화에코비치,-,202407,12,7200,24.07.12
제주시,애월읍,하귀푸르미르,-,202407,12,36000,24.08.08
제주시,일도이동,삼부장미주상,-,202407,12,10161,24.09.02
제주시,연동,연동한일씨티파크,-,202407,12,37500,24.08.19
제주시,노형동,노형영진2차,2,202407,11,8000,24.07.15
제주시,노형동,노형뜨란채,203,202407,11,61500,24.07.29
제주시,화북일동,화북주공4단지,404,202407,11,33000,24.08.30
제주시,화북이동,제주삼화엘에이치2단지,208,202407,11,60000,25.01.14
제주시,노형동,연동,가,202407,10,18000,24.07.30
제주시,일도이동,혜성대유,101,202407,9,31500,24.09.03
제주시,화북일동,삼부,-,202407,9,6700,24.08.14
제주시,이도이동,주공1,114,202407,9,52000,24.08.05
제주시,연동,대림이편한세상2차,206,202407,8,75000,24.09.13
제주시,삼도일동,화인퍼스트빌,-,202407,8,33000,-
제주시,조천읍,노블하우스,-,202407,8,19000,24.07.31
제주시,건입동,광덕(광덕사라봉),-,202407,8,13700,-
제주시,노형동,해오름,101,202407,8,54000,24.07.29
제주시,화북일동,"화북주공2,3단지",화북2아파트203,202407,8,31900,24.08.22
제주시,월평동,제주첨단꿈에그린2단지아파트,-,202407,8,48500,-
제주시,월평동,제주첨단꿈에그린2단지아파트,213동,202407,8,48500,24.09.30
제주시,월평동,제주첨단꿈에그린3단지아파트,303동,202407,8,70000,24.09.11
제주시,일도이동,대원상록수,-,202407,8,12000,24.08.09
제주시,월평동,제주첨단꿈에그린2단지아파트,216동,202407,6,48500,24.08.12
제주시,노형동,부영2차,203,202407,6,30000,24.08.02
제주시,삼도이동,미듬아뜨리에,미듬아뜨리에 103,202407,6,32500,24.09.10
제주시,화북일동,화북주공1단지,화북1아파트 110동,202407,6,42500,24.08.14
제주시,화북이동,제주삼화엘에이치2단지,208,202407,5,60500,24.12.16
제주시,노형동,부영2차,201,202407,5,31000,24.08.09
제주시,노형동,부영5차,505,202407,5,61000,24.09.13
제주시,조천읍,일이삼타운,-,202407,5,21000,24.08.14
제주시,애월읍,제주하귀휴먼시아1단지,103,202407,4,44000,24.09.02
제주시,노형동,노형2차아이파크,201,202407,4,80000,24.07.22
제주시,노형동,한화,101,202407,4,88000,24.08.07
제주시,외도일동,외도휴안2차,-,202407,4,25500,24.10.08
제주시,외도일동,외도부영1차,101,202407,3,21400,24.07.31
제주시,연동,남주,-,202407,3,14500,25.01.13
제주시,건입동,광덕(광덕사라봉),-,202407,3,13700,24.08.22
제주시,오라이동,화인퍼스트빌3차,-,202407,2,37000,24.08.02
제주시,외도일동,부영(2차),부영아파트 201,202407,2,43500,24.08.01
제주시,연동,남해오네뜨,-,202407,1,21500,24.07.08
제주시,일도이동,서해2,-,202407,1,43000,24.08.20
제주시,도남동,도남시영,에이,202407,1,13000,24.07.22
제주시,삼양이동,삼양더힐링빌,-,202407,1,16400,24.08.05
제주시,용담이동,세흥빌라(A동),-,202407,1,13100,24.07.31
제주시,노형동,동덕,-,202406,30,26000,24.08.16
제주시,건입동,미듬하나로,-,202406,29,24500,24.08.19
제주시,월평동,제주첨단꿈에그린2단지아파트,210동,202406,29,48000,24.09.30
제주시,이도일동,광양미화,가,202406,29,18800,24.07.19
제주시,도남동,도남해모로리치힐아파트,108동,202406,29,65500,24.08.12
제주시,외도일동,외도부영1차,102,202406,29,21500,24.08.09
제주시,도련이동,제주삼화사랑으로부영1차,102,202406,29,52000,24.08.30
제주시,용담삼동,용담이타스,-,202406,28,24000,24.07.08
제주시,도련일동,아르미아아파트,-,202406,28,32500,-
제주시,연동,휴마루,-,202406,28,39000,24.08.07
제주시,노형동,유나이티드,-,202406,28,17000,24.07.15
제주시,일도이동,기산,102,202406,28,21500,24.11.18
제주시,연동,연동태홍누리안3차,-,202406,28,35000,24.07.10
제주시,이도이동,메디치,-,202406,27,7900,24.07.25
제주시,일도이동,일도삼주,103,202406,27,28000,24.07.10
제주시,이도이동,도남아델하임,-,202406,27,37500,24.08.12
제주시,연동,대원에버그린빌,-,202406,26,8500,-
제주시,일도이동,일도2차대림,201,202406,26,41800,24.08.19
제주시,이도이동,화이트스톤빌,-,202406,26,6500,24.06.26
제주시,애월읍,제주하귀휴먼시아1단지,106,202406,26,44500,24.06.27
제주시,외도일동,갤럭시타운,-,202406,26,26000,24.08.30
제주시,연동,연동세기2차,-,202406,26,18500,24.07.04
제주시,연동,디지털한빛,디지털한빛아파트 101,202406,26,49000,24.09.23
제주시,연동,대원에버그린빌,-,202406,26,8500,24.07.08
제주시,연동,대원에버그린빌,-,202406,26,8500,24.07.08
제주시,삼도이동,아이린5차,-,202406,26,40700,24.07.18
제주시,삼양이동,제주삼화사랑으로부영5차,503,202406,25,44000,24.08.08
제주시,도남동,수선화(71),-102,202406,25,13500,24.07.12
제주시,도련일동,아르미아아파트,101동,202406,25,32500,24.09.30
제주시,노형동,노형해모로루엔,101동,202406,25,68000,24.07.19
제주시,삼도일동,아이린3차,-,202406,24,28900,24.07.26
제주시,노형동,부영2차,201,202406,24,30500,24.09.11
제주시,외도일동,외도부영1차,109,202406,24,21650,24.07.12
제주시,애월읍,하귀푸르미르,-,202406,24,40500,-
제주시,연동,삼오한마음,-,202406,24,23000,24.07.24
제주시,노형동,노형뜨란채,203,202406,24,58000,24.12.30
제주시,삼도일동,삼성뜨래별,-,202406,24,40350,24.08.08
제주시,애월읍,하귀푸르미르,-,202406,24,40500,24.08.28
제주시,용담이동,장원하이빌아파트,102,202406,23,26000,24.07.10
제주시,조천읍,쉬젠비아채,나동,202406,22,25100,24.07.22
제주시,삼양이동,제주삼화사랑으로부영5차,-,202406,22,45000,-
제주시,삼양이동,제주삼화사랑으로부영5차,503,202406,22,45000,24.09.06
제주시,연동,코스모스태홍누리안5차,-,202406,22,44000,24.07.31
제주시,노형동,노형해든빌(920-13),-,202406,21,47500,24.08.05
제주시,일도이동,예그린하우스텔5차,-,202406,21,13400,24.06.28
제주시,건입동,다남맨션,-,202406,21,9800,24.06.25
제주시,용담이동,남양맨션,남양아파트,202406,21,9800,24.09.10
제주시,노형동,부영2차,203,202406,21,33800,24.07.01
제주시,노형동,해오름,104,202406,21,50000,24.08.26
제주시,노형동,부영5차,503,202406,21,64000,24.07.16
제주시,외도일동,외도부영1차,105,202406,21,24800,25.03.27
제주시,월평동,제주첨단꿈에그린2단지아파트,204동,202406,21,59800,24.07.31
제주시,연동,제웅솔내음,-,202406,21,9300,24.06.21
제주시,삼양일동,라오체블랙비치,-,202406,20,31000,24.08.05
제주시,이도이동,주공3,304,202406,20,45000,24.06.28
제주시,노형동,재영윈저캐슬,-,202406,20,19000,24.06.28
제주시,조천읍,로잔팰리스,-,202406,20,28500,24.07.18
제주시,삼도이동,동인스파월드빌,-,202406,20,19500,24.06.20
제주시,연동,도령해든빌,-,202406,20,7000,24.06.21
제주시,도남동,우주도남,-,202406,19,16200,24.07.16
제주시,용담이동,용두암현대3,2동,202406,19,24500,24.06.24
제주시,도남동,성원1,-,202406,19,7000,24.06.21
제주시,외도일동,외도부영1차,103,202406,19,17000,24.08.05
제주시,월평동,제주첨단꿈에그린3단지아파트,313동,202406,18,47300,24.11.29
제주시,도남동,수선화(69-1)2차,202,202406,18,12800,24.07.25
제주시,도련이동,제주삼화사랑으로부영1차,101,202406,18,48100,24.07.29
제주시,도련이동,제주삼화사랑으로부영1차,101,202406,18,44000,24.07.18
제주시,일도이동,대유대림아파트,제주대유대림아파트 314,202406,18,47000,24.08.21
제주시,월평동,제주첨단꿈에그린3단지아파트,311동,202406,18,47000,24.07.29
제주시,노형동,노형뜨란채,-,202406,17,53700,-
제주시,노형동,노형뜨란채,-,202406,17,53700,-
제주시,도두일동,블루파크시티,-,202406,17,13000,24.07.01
제주시,이도일동,장원스카이팰리스,-,202406,17,37000,24.07.08
제주시,노형동,해오름,103,202406,17,50000,24.06.26
제주시,연동,대림이편한세상2차,206,202406,17,78000,24.09.02
제주시,노형동,노형뜨란채,214,202406,17,53700,24.06.28
제주시,노형동,제동프린스빌,-,202406,17,12200,24.06.21
제주시,노형동,재영샤르빌,-,202406,17,14000,24.09.12
제주시,도남동,수선화(69-1)2차,201,202406,16,17500,24.06.27
제주시,도남동,도남해모로리치힐아파트,108동,202406,15,73000,25.01.17
제주시,노형동,노형뜨란채,202,202406,15,56500,24.08.23
제주시,일도이동,대유대림아파트,제주대유대림아파트 306,202406,14,54000,24.07.25
제주시,연동,진호뉴캐슬,-,202406,14,22000,24.07.12
제주시,화북이동,제주삼화사랑으로부영2차,208,202406,14,51500,24.07.18
제주시,화북이동,제주삼화사랑으로부영2차,-,202406,14,51500,-
제주시,일도이동,일도2차대림,204,202406,13,41500,24.09.09
제주시,삼양이동,제주삼화사랑으로부영3차,306,202406,13,46700,24.07.26
제주시,봉개동,봉개갤럭시타운2차,-,202406,13,23000,24.08.22
제주시,용담삼동,용담이레빌,-,202406,13,15000,24.06.14
제주시,도남동,도남해모로리치힐아파트,104동,202406,12,65700,24.08.20
제주시,노형동,부영1차,-,202406,12,67000,-
제주시,도련이동,제주삼화사랑으로부영1차,103,202406,12,45000,24.08.13
제주시,애월읍,하귀코아루오션뷰,101동,202406,12,39290,24.07.31
제주시,월평동,제주첨단꿈에그린2단지아파트,210동,202406,11,48000,24.07.30
제주시,화북이동,장원그린빌,-,202406,11,22000,24.07.11
제주시,연동,제주연동한일베라체더퍼스트,101동,202406,11,59500,24.08.07
제주시,봉개동,봉개갤럭시타운1차,-,202406,11,24500,24.07.08
제주시,월평동,제주첨단꿈에그린3단지아파트,314동,202406,11,48500,25.01.14
제주시,외도일동,부영(2차),부영아파트 207,202406,10,43500,24.08.30
제주시,화북일동,"화북주공2,3단지",화북2아파트211,202406,9,31600,24.06.25
제주시,연동,연동뜨레모아,-,202406,9,60500,24.06.20
제주시,삼도이동,아이린5차,-,202406,8,38500,24.08.12
제주시,외도일동,더그라벨,-,202406,8,30000,24.07.18
제주시,연동,대림이편한세상2차,204,202406,7,75000,24.11.15
제주시,도련이동,제주삼화사랑으로부영1차,106,202406,6,46400,24.07.05
제주시,조천읍,천마에버하임오션,-,202406,6,30000,24.06.07
제주시,노형동,노형2차아이파크,201,202406,6,84500,24.06.28
제주시,연동,남해오네뜨,-,202406,6,13500,24.07.17
제주시,삼양일동,라오체블랙비치,-,202406,5,29000,24.08.07
제주시,화북일동,화북주공1단지,-,202406,5,44400,-
제주시,한림읍,한림대성유니크아파트2차,-,202406,5,26000,24.07.26
제주시,화북일동,화북주공1단지,화북1아파트 109동,202406,5,44400,24.07.12
제주시,연동,청목더웰연동,-,202406,5,8500,24.06.05
제주시,조천읍,함덕해밀타운아파트,-,202406,5,27800,24.07.12
제주시,연동,e편한세상연동센트럴파크2단지,201동,202406,5,83800,24.06.28
제주시,화북일동,화북주공1단지,-,202406,5,44400,-
제주시,일도이동,스카이캐슬,-,202406,4,55000,24.06.25
제주시,연동,동서연동타워,-,202406,4,10500,24.07.16
제주시,애월읍,제주하귀휴먼시아1단지,104,202406,4,44000,24.06.24
제주시,도남동,도남1차e-편한세상,도남1차e-편한세상 103,202406,3,62000,24.08.22
제주시,삼도일동,에코빌리지Ⅲ,-,202406,3,36400,24.07.31
제주시,일도이동,서해1,-,202406,2,22800,24.08.26
제주시,연동,라이오니파크1차,-,202406,2,19400,24.07.31
제주시,화북이동,제주삼화사랑으로부영2차,203,202406,1,56000,24.07.10
제주시,일도이동,서해2,-,202406,1,39000,24.07.18
제주시,한림읍,삼영노블리안아파트2차,-,202406,1,27000,24.06.05
제주시,도남동,수선화(70)1차,수선화아파트 다,202406,1,23000,24.06.07
제주시,월평동,제주첨단꿈에그린3단지아파트,313동,202405,31,40000,24.05.31
제주시,외도일동,외도부영1차,105,202405,31,16900,24.07.10
제주시,연동,제원1차,아,202405,31,42000,24.06.04
제주시,연동,대림이편한세상1차,103,202405,31,50000,24.06.19
제주시,이도일동,신세계에덴,-,202405,31,26800,24.11.22
제주시,일도이동,기산,101,202405,30,24000,24.06.20
제주시,노형동,노형2차아이파크,202,202405,30,95000,24.06.14
제주시,삼양일동,대유,-,202405,30,12000,24.05.31
제주시,조천읍,에스디빌(103동),-,202405,29,31300,24.06.28
제주시,애월읍,애월위너빌,-,202405,28,37000,-
제주시,도련일동,제주삼화사랑으로부영6차,603,202405,28,52800,24.06.24
제주시,삼양이동,삼화다온펠리스,-,202405,27,20500,24.05.29
제주시,애월읍,제주하귀휴먼시아1단지,101,202405,27,43600,24.06.17
제주시,삼도일동,금광아이빌,-,202405,27,8500,24.05.28
제주시,도남동,도남일우,-,202405,27,7000,24.06.19
제주시,노형동,부영2차,204,202405,26,34900,24.07.09
제주시,삼양이동,삼부비치,-,202405,26,21600,24.07.31
제주시,노형동,노형해모로루엔,101동,202405,25,68000,24.08.01
제주시,노형동,탐라빌,-,202405,25,20000,24.06.24
제주시,도남동,도남일우,-,202405,24,8900,24.07.09
제주시,오라이동,미듬아뜨리에,-,202405,24,24000,24.06.25
제주시,외도일동,외도부영1차,107,202405,24,25100,24.07.19
제주시,삼양이동,제주삼화사랑으로부영3차,309,202405,23,44100,24.05.24
제주시,삼도이동,아이린,-,202405,23,33000,24.09.30
제주시,월평동,제주첨단꿈에그린2단지아파트,214동,202405,23,58500,24.06.11
제주시,아라일동,아라원신,103,202405,23,43000,24.08.02
제주시,구좌읍,이루안아파트,-,202405,22,27000,24.06.19
제주시,일도이동,일도우성2,203,202405,22,41000,24.07.22
제주시,외도일동,해밀마루,-,202405,22,21500,24.06.21
제주시,용담삼동,용두암현대1,105,202405,21,23500,24.08.30
제주시,노형동,노형2차아이파크,201,202405,21,84000,24.06.19
제주시,도남동,도남해모로리치힐아파트,108동,202405,20,65500,24.07.17
제주시,노형동,노형수선화,노형수선화아파트나동,202405,20,19500,24.07.31
제주시,연동,남해오네뜨,-,202405,20,12000,24.06.17
제주시,도남동,도남신일,-,202405,20,19000,24.06.17
제주시,화북이동,제주삼화사랑으로부영2차,210,202405,20,57500,24.08.16
제주시,한림읍,J블루오션,-,202405,20,12000,24.06.03
제주시,화북이동,제주삼화사랑으로부영2차,-,202405,20,57500,-
제주시,연동,제주연동중흥S-클래스,-,202405,20,39000,24.08.12
제주시,외도일동,제웅1차솔내음빌리지,-,202405,20,9500,24.05.31
제주시,도남동,도남해모로리치힐아파트,108동,202405,20,73500,24.10.02
제주시,외도일동,부영(2차),부영아파트 209,202405,20,42800,24.06.26
제주시,연동,까사빌4차,-,202405,20,50000,24.06.20
제주시,노형동,연동,가,202405,20,16200,24.05.27
제주시,이호이동,대일,-,202405,19,11200,24.06.27
제주시,외도일동,외도제이힐,-,202405,17,28000,24.06.21
제주시,도남동,도남해모로리치힐아파트,105동,202405,17,75000,24.05.31
제주시,이도이동,주공3,301,202405,17,39000,24.08.16
제주시,연동,해월루,-,202405,16,8000,24.05.16
제주시,도련일동,제주삼화사랑으로부영8차,801동,202405,16,56900,24.07.11
제주시,연동,대림이편한세상2차,206,202405,16,75000,24.07.01
제주시,노형동,한화,101,202405,16,95000,24.05.20
제주시,연동,제주연동중흥S-클래스,-,202405,16,22700,24.05.29
제주시,외도일동,더펠리스1차,-,202405,16,33000,24.06.21
제주시,애월읍,제주하귀휴먼시아1단지,108,202405,16,44000,24.06.27
제주시,도두일동,도두네오하임B,-,202405,15,33000,24.06.19
제주시,노형동,부영5차,502,202405,15,67000,24.07.08
제주시,외도일동,부영(2차),부영아파트 209,202405,15,44000,24.06.25
제주시,이도이동,주공1,111,202405,14,47000,24.07.11
제주시,노형동,부영5차,501,202405,14,61500,24.06.04
제주시,연동,라이오니파크1차,-,202405,14,19500,24.06.14
제주시,애월읍,아름아이빌,-,202405,14,10500,24.05.16
제주시,이도일동,신세계에덴,-,202405,14,23500,24.11.13
제주시,노형동,부영1차,102,202405,13,65000,24.08.30
제주시,노형동,부영1차,-,202405,13,64300,-
제주시,노형동,부영1차,105,202405,13,64300,24.06.26
제주시,외도일동,체리티,-,202405,12,24900,24.07.18
제주시,오라이동,미듬아뜨리에,-,202405,12,23500,24.06.21
제주시,일도이동,혜성대유,104,202405,12,30000,24.06.07
제주시,도련이동,제주삼화사랑으로부영1차,-,202405,11,41400,-
제주시,애월읍,하귀코아루오션뷰,101동,202405,11,38500,24.06.21
제주시,외도일동,해마루풍경102동,-,202405,11,20500,24.08.08
제주시,도련이동,제주삼화사랑으로부영1차,104,202405,11,41400,24.07.10
제주시,연동,라이오니파크1차,-,202405,11,35000,24.06.18
제주시,노형동,세기7차,-,202405,11,19400,24.06.28
제주시,삼양이동,삼부비치,-,202405,10,16000,24.05.10
제주시,봉개동,SM상명예다움,-,202405,10,28000,24.06.25
제주시,삼양이동,다연,-,202405,10,31500,24.05.10
제주시,도련일동,제주삼화사랑으로부영6차,601,202405,10,50000,24.05.20
제주시,연동,해월루,-,202405,10,6500,24.05.24
제주시,애월읍,혁승애월다움,-,202405,9,23500,24.06.05
제주시,월평동,제주첨단꿈에그린3단지아파트,312동,202405,9,59400,24.05.16
제주시,애월읍,혁승애월다움,-,202405,9,23500,-
제주시,월평동,제주첨단꿈에그린2단지아파트,203동,202405,9,52000,24.06.11
제주시,월평동,제주첨단꿈에그린3단지아파트,311동,202405,8,48000,24.06.03
제주시,도련이동,제주삼화사랑으로부영1차,106,202405,7,45000,24.06.21
제주시,외도일동,외도휴안2차,-,202405,7,24700,24.06.28
제주시,노형동,중흥에스클래스(미리내마을),107,202405,7,90000,24.06.12
제주시,노형동,세기6차,-,202405,7,22500,24.05.21
제주시,용담일동,보성,-,202405,7,12000,24.05.24
제주시,애월읍,제주하귀휴먼시아2단지,202,202405,7,42000,24.05.31
제주시,연동,타워프로빌,-,202405,7,43000,24.08.09
제주시,애월읍,제주하귀휴먼시아1단지,106,202405,7,41900,24.05.07
제주시,삼도이동,세일파크빌,-,202405,7,12000,24.05.07
제주시,조천읍,천마에버하임오션,-,202405,6,37000,24.05.13
제주시,조천읍,다온팰리스아파트,에이동,202405,5,21000,24.07.01
제주시,노형동,지산9차위더스빌,-,202405,4,20000,24.05.27
제주시,외도일동,외도부영1차,107,202405,4,27000,24.07.12
제주시,애월읍,제주하귀휴먼시아1단지,105,202405,3,43200,24.05.17
제주시,연동,제주베스트빌라,-,202405,3,43000,24.06.26
제주시,연동,대림이편한세상2차,205,202405,3,74000,24.07.31
제주시,도남동,도남성원3,-,202405,3,18000,24.06.10
제주시,노형동,부영1차,102,202405,2,65000,24.06.03
제주시,삼도일동,골든타워1차,-,202405,2,35800,24.05.31
제주시,노형동,부영1차,-,202405,2,65000,-
제주시,외도일동,해마루풍경102동,-,202405,2,21500,24.05.30
제주시,연동,도원스카이타워빌,-,202405,1,29500,24.05.23
제주시,삼양이동,제주삼화사랑으로부영5차,501,202405,1,47250,24.06.28
제주시,도련이동,제주삼화사랑으로부영1차,104,202405,1,45000,24.05.31
제주시,외도일동,외도부영1차,107,202405,1,26500,24.06.27
제주시,노형동,부영1차,104,202404,30,64000,24.04.30
제주시,일도이동,대유대림아파트,제주대유대림아파트 307,202404,30,49000,24.05.03
제주시,외도일동,부영(2차),부영아파트 201,202404,30,40500,24.05.30
제주시,연동,해월루,-,202404,30,5500,24.05.03
제주시,노형동,노형이-편한세상,101동,202404,30,93000,24.05.31
제주시,도남동,성원1,-,202404,30,13500,24.05.21
제주시,노형동,노형이-편한세상,104동,202404,30,96000,24.08.07
제주시,이도이동,이도한일베라체,109,202404,30,85000,24.06.05
제주시,조천읍,함덕천마에코피아,-,202404,29,16200,24.06.12
제주시,연동,제웅솔내음,-,202404,29,11000,24.05.14
제주시,연동,제원1차,아,202404,29,42000,24.07.29
제주시,삼양이동,제주삼화사랑으로부영5차,510,202404,29,51000,24.05.27
제주시,월평동,제주첨단꿈에그린3단지아파트,315동,202404,29,51000,24.05.31
제주시,외도일동,외도부영1차,102,202404,28,21500,24.05.10
제주시,이도이동,주공1,101,202404,28,71000,24.05.27
제주시,오라이동,회성푸르니3차,-,202404,27,36000,-
제주시,오라이동,회성푸르니3차,-,202404,27,36000,24.06.13
제주시,외도일동,아름지운아파트,-,202404,27,26200,24.06.14
제주시,외도일동,제웅1차솔내음빌리지,-,202404,27,10500,24.05.14
제주시,오라이동,회성푸르니3차,-,202404,27,36000,-
제주시,오라이동,오라뜨래별,101,202404,26,38000,24.06.12
제주시,노형동,세기6차,-,202404,26,19500,24.05.10
제주시,이도일동,광양미화,가,202404,26,17000,24.04.26
제주시,외도일동,외도휴안2차,-,202404,26,24300,24.07.04
제주시,외도일동,부영(2차),부영아파트 205,202404,26,38900,24.05.16
제주시,일도이동,일도2차신천지,201,202404,25,27980,24.06.04
제주시,이도일동,이도네오하임,-,202404,25,31500,24.05.14
제주시,노형동,중흥에스클래스,101,202404,24,63500,24.07.05
제주시,아라일동,아라아이파크,101,202404,24,76000,24.06.20
제주시,아라일동,아라아이파크,-,202404,24,76000,-
제주시,연동,라이오니파크1차,-,202404,24,20500,24.06.21
제주시,아라일동,아라아이파크,-,202404,24,76000,-
제주시,일도이동,서해1,-,202404,23,25000,24.05.17
제주시,연동,연동가나휘닉스1,1,202404,23,39100,24.06.04
제주시,도남동,도남해모로리치힐아파트,107동,202404,23,73700,25.01.21
제주시,화북일동,삼부,-,202404,23,12300,24.06.14
제주시,연동,라이오니파크1차,-,202404,22,19400,24.05.13
제주시,노형동,세기7차,-,202404,22,19000,24.06.24
제주시,도련일동,도련영도갤럭시타운,-,202404,22,33700,24.06.14
제주시,오라이동,오라뜨래별,102,202404,22,39000,24.05.20
제주시,아라일동,아라아이파크,102,202404,22,76000,24.07.15
제주시,조천읍,광명샤인빌,105,202404,22,22400,24.04.30
제주시,일도이동,일도성환,101,202404,22,27000,24.05.03
제주시,노형동,부영2차,205,202404,21,30000,24.05.07
제주시,아라일동,아라스위첸,103,202404,21,83000,24.05.07
제주시,연동,청목더웰연동,-,202404,21,7950,24.05.09
제주시,노형동,부영2차,202,202404,20,31800,24.04.30
제주시,삼양이동,제주삼화사랑으로부영3차,306,202404,20,45000,24.05.30
제주시,노형동,부영1차,104,202404,20,64000,24.05.24
제주시,아라일동,아라아이파크,106,202404,19,88700,24.05.27
제주시,아라일동,아라스위첸,110,202404,19,101200,24.08.28
제주시,아라일동,아라스위첸,-,202404,19,101200,-
제주시,이도이동,태성리치빌,-,202404,19,27000,24.05.29
제주시,용담삼동,용두암현대4,용두암현대4차아파트,202404,19,14800,24.06.03
제주시,연동,연동태림,연동태림아파트,202404,19,32000,24.04.25
제주시,화북일동,화북주공4단지,402,202404,19,34000,24.06.05
제주시,외도일동,외도부영1차,105,202404,19,17300,24.05.31
제주시,이도이동,동인미노스빌,-,202404,19,34500,24.05.10
제주시,이도이동,이도한일베라체,105,202404,19,68000,24.07.08
제주시,외도일동,외도부영1차,105,202404,18,30000,24.04.22
제주시,도두일동,블루파크시티,-,202404,18,14000,24.04.18
제주시,외도일동,외도에이스아크로빌2차,-,202404,18,31700,24.08.12
제주시,노형동,탐라빌,-,202404,18,23500,24.07.31
제주시,아라일동,미화,2,202404,18,17000,24.05.31
제주시,외도일동,해밀마루,-,202404,18,20000,24.06.13
제주시,노형동,노형뜨란채,220,202404,17,57000,24.05.20
제주시,일도이동,일도성환,104,202404,17,29500,24.05.22
제주시,월평동,제주첨단꿈에그린3단지아파트,313동,202404,17,52300,24.08.23
제주시,외도일동,대원상록수9차,-,202404,17,27000,24.05.22
제주시,애월읍,제주하귀휴먼시아1단지,-,202404,17,44000,-
제주시,도두일동,도두네오하임B,-,202404,17,33000,24.05.16
제주시,외도일동,부영(2차),부영아파트 204,202404,17,43500,24.05.30
제주시,조천읍,대진유토피아빌리지(3차),-,202404,17,15000,24.04.30
제주시,연동,벽강하이본타워,-,202404,16,12300,24.04.16
제주시,건입동,현대,106,202404,15,24600,24.05.21
제주시,삼도일동,제동해피죤,-,202404,15,27000,-
제주시,삼도일동,제동해피죤,-,202404,15,27000,24.05.31
제주시,노형동,탐라빌,-,202404,15,25000,24.07.05
제주시,외도일동,일우한란,102,202404,15,16600,24.05.08
제주시,노형동,부영5차,506,202404,14,62000,24.06.19
제주시,연동,벽강하이본타워,-,202404,14,15400,24.04.23
제주시,애월읍,제주하귀휴먼시아1단지,109,202404,13,56900,24.07.19
제주시,아라일동,아라원신,101,202404,13,30500,24.05.13
제주시,연동,남해오네뜨,-,202404,13,13800,24.04.19
제주시,일도이동,서해2,-,202404,12,49000,24.04.12
제주시,연동,갤럭시연동빌,-,202404,12,6900,24.04.30
제주시,도두일동,블루파크시티,-,202404,12,14300,24.05.03
제주시,아라일동,아라아이파크,101,202404,11,73700,24.05.31
제주시,연동,청목더웰연동,-,202404,11,12000,24.04.15
제주시,노형동,부영2차,203,202404,11,31000,24.05.17
제주시,외도일동,노블레스,-,202404,11,47000,24.05.30
제주시,연동,벽강하이본타워,-,202404,10,17500,24.05.07
제주시,화북이동,화북세원멤버스,-,202404,10,41700,24.09.03
제주시,일도이동,기산,102,202404,10,22000,24.12.05
제주시,애월읍,제주하귀휴먼시아1단지,101,202404,10,40500,24.05.21
제주시,외도일동,아모르102,-,202404,9,15000,24.06.14
제주시,노형동,송우수자인,-,202404,9,43800,24.04.30
제주시,도련이동,제주삼화사랑으로부영1차,107,202404,9,50500,24.06.03
제주시,일도이동,인제아파트,(제1동),202404,9,16000,24.04.11
제주시,화북일동,화북주공4단지,410,202404,8,28000,24.05.14
제주시,삼양일동,라오체블랙비치,-,202404,8,29800,24.04.30
제주시,연동,연동정한,가,202404,8,18800,24.04.29
