NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
1428,제주특별자치도 제주시 일도이동,113,113,0,일도우성1,59.44,202402,29,"25,000",102,4,개인,개인,1995,태성로 3,-,직거래,-,24.03.25
1429,제주특별자치도 제주시 연동,300-3,300,3,남해오네뜨,22.36,202402,29,"14,500",-,10,개인,개인,2019,삼무로11길 9,-,직거래,-,24.03.04
1430,제주특별자치도 제주시 삼도이동,819-8,819,8,신우베스트빌,80.81,202402,29,"24,500",-,8,개인,개인,2001,남성로 143-18,-,중개거래,제주 제주시,24.03.08
1431,제주특별자치도 제주시 외도일동,560-2,560,2,부영(2차),84.9873,202402,29,"41,500",부영아파트 205,4,개인,개인,2001,우평로 318,-,중개거래,제주 제주시,24.05.16
1432,제주특별자치도 제주시 이도이동,1011-3,1011,3,영도갤럭시타운,22.3279,202402,29,"10,800",-,5,개인,개인,2017,중앙로 266,-,중개거래,제주 제주시,24.03.04
1433,제주특별자치도 제주시 외도일동,439-6,439,6,블루배리,82.94,202402,28,"26,500",1,6,개인,개인,2008,우령6길 2,-,중개거래,제주 제주시,24.04.15
1434,제주특별자치도 제주시 연동,300-3,300,3,남해오네뜨,22.36,202402,28,"13,000",-,9,개인,개인,2019,삼무로11길 9,-,직거래,-,24.03.06
1435,제주특별자치도 제주시 노형동,Jan-83,2583,1,노형뜨란채,84.67,202402,28,"54,700",206,4,개인,개인,2006,수덕로 44,-,중개거래,제주 제주시,24.04.29
1436,제주특별자치도 제주시 노형동,1278-4,1278,4,세기2차,71.37,202402,28,"16,500",가,5,개인,개인,1991,다랑곶2길 8,-,중개거래,제주 제주시,24.05.02
1437,제주특별자치도 제주시 이도이동,1781-6,1781,6,극동오벨리스크,79.62,202402,28,"22,500",-,7,개인,개인,2004,광양8길 32,-,직거래,-,24.02.28
1438,제주특별자치도 제주시 도련일동,1911,1911,0,제주삼화사랑으로부영6차,84.3616,202402,27,"56,500",601,7,개인,개인,2013,화삼로 107,-,중개거래,제주 제주시,24.03.29
1439,제주특별자치도 제주시 연동,253-6,253,6,재형그랜드빌아트,80.185,202402,27,"24,000",-,4,개인,개인,2002,연동4길 6-10,-,직거래,-,24.02.27
1440,제주특별자치도 제주시 건입동,940-3,940,3,현대,67.93,202402,27,"26,000",107,3,개인,개인,1993,만덕로3길 26,-,직거래,-,24.03.29
1441,제주특별자치도 제주시 연동,306,306,0,제주연동중흥S-클래스,38.9956,202402,27,"28,000",-,6,개인,개인,2020,신대로 160,-,직거래,-,24.02.29
1442,제주특별자치도 제주시 일도이동,Jan-47,47,1,일도신천지,59.97,202402,27,"32,500",107,4,개인,개인,1993,천수로 72,-,중개거래,제주 제주시,24.04.01
1443,제주특별자치도 제주시 아라일동,Feb-75,6075,2,미화,57.44,202402,26,"17,500",2,7,개인,개인,1993,아란12길 9,-,중개거래,제주 제주시,24.03.20
1444,제주특별자치도 제주시 노형동,Jan-83,2583,1,노형뜨란채,84.67,202402,26,"59,000",208,8,개인,개인,2006,수덕로 44,-,중개거래,제주 제주시,24.04.01
1445,제주특별자치도 제주시 연동,Jul-25,2325,7,연동한일씨티파크,84.8573,202402,26,"36,000",-,18,개인,개인,2014,도령로 103,-,직거래,-,24.03.26
1446,제주특별자치도 제주시 화북이동,117,117,0,제주삼화엘에이치2단지,84.83,202402,26,"55,000",204,10,개인,개인,2014,화삼로 32,-,중개거래,제주 제주시,24.03.22
1447,제주특별자치도 제주시 노형동,754-4,754,4,부영2차,45.9078,202402,26,"34,700",203,9,개인,개인,2001,과원로 11,-,중개거래,제주 제주시,24.03.18
1448,제주특별자치도 제주시 노형동,1061-1,1061,1,노형영진1차,59.86,202402,26,"18,800",-,4,개인,개인,1995,정존13길 23,-,중개거래,제주 제주시,24.03.13
1449,제주특별자치도 제주시 외도일동,529-1,529,1,해밀마루,47.71,202402,26,"19,500",-,7,개인,개인,2019,우정로15길 48,-,중개거래,제주 제주시,24.03.25
1450,제주특별자치도 제주시 연동,300-3,300,3,남해오네뜨,32.39,202402,26,"19,500",-,8,개인,개인,2019,삼무로11길 9,20240409,중개거래,제주 제주시,-
1451,제주특별자치도 제주시 화북일동,Feb-87,4087,2,뜨레향,84.62,202402,26,"25,000",-,2,개인,개인,2010,진서로 55,-,중개거래,제주 제주시,24.10.31
1452,제주특별자치도 제주시 애월읍 하귀1리,166-1,166,1,제주하귀휴먼시아2단지,84.85,202402,25,"45,500",202,2,개인,개인,2010,하귀9길 71,-,중개거래,제주 제주시,24.03.27
1453,제주특별자치도 제주시 도남동,82,82,0,도남시영,44.28,202402,24,"15,050",비,1,개인,법인,1990,도남로13길 8,-,직거래,-,24.02.28
1454,제주특별자치도 제주시 이도이동,1011-3,1011,3,영도갤럭시타운,34.7519,202402,24,"16,600",-,9,개인,개인,2017,중앙로 266,-,중개거래,제주 제주시,24.04.15
1455,제주특별자치도 제주시 노형동,Mar-14,2514,3,노형영진2차,54.64,202402,24,"14,000",2,1,개인,개인,1996,수덕5길 72,-,중개거래,제주 제주시,24.02.27
1456,제주특별자치도 제주시 도련일동,1751,1751,0,아르미아아파트,84.4362,202402,23,"37,500",101동,6,개인,개인,2017,매촌2길 70,-,중개거래,제주 제주시,24.03.29
1457,제주특별자치도 제주시 노형동,754,754,0,부영5차,84.9508,202402,23,"65,000",506,12,개인,개인,2001,과원북2길 12,-,중개거래,제주 제주시,24.03.20
1458,제주특별자치도 제주시 일도이동,113,113,0,일도우성1,59.44,202402,23,"32,500",105,2,개인,개인,1995,태성로 3,-,중개거래,제주 제주시,24.03.29
1459,제주특별자치도 제주시 외도일동,560-1,560,1,외도부영1차,59.933,202402,23,"26,000",105,4,개인,개인,2000,우정로11길 22,-,중개거래,제주 제주시,24.03.11
1460,제주특별자치도 제주시 오라이동,1492,1492,0,미듬아뜨리에,59.8575,202402,22,"23,000",-,7,개인,개인,2014,연사길 83-20,-,중개거래,제주 제주시,24.04.26
1461,제주특별자치도 제주시 이도일동,1549-9,1549,9,이도네오하임,82.53,202402,22,"33,000",-,7,개인,법인,2017,중앙로17길 20,-,중개거래,제주 제주시,24.02.29
1462,제주특별자치도 제주시 노형동,754,754,0,부영5차,84.9508,202402,22,"64,700",505,3,개인,개인,2001,과원북2길 12,-,중개거래,제주 제주시,24.03.26
1463,제주특별자치도 제주시 이도이동,Jun-61,1961,6,지산16차위더스빌,84.88,202402,22,"48,000",-,5,개인,개인,2011,신설로9길 12-7,-,중개거래,제주 제주시,24.04.15
1464,제주특별자치도 제주시 노형동,Jan-85,2585,1,중흥에스클래스(미리내마을),120.9434,202402,22,"90,000",102,13,개인,개인,2006,광평동로 66,-,중개거래,제주 제주시,24.04.02
1465,제주특별자치도 제주시 일도이동,113-6,113,6,일도우성2,99.35,202402,21,"50,000",206,2,개인,개인,1995,남광로 223,-,중개거래,제주 제주시,24.04.24
1466,제주특별자치도 제주시 이도이동,888,888,0,주공1,40.32,202402,20,"47,200",111,3,개인,개인,1985,구남로7길 36,-,중개거래,제주 제주시,24.04.30
1467,제주특별자치도 제주시 아라일동,Feb-75,6075,2,미화,49.18,202402,20,"15,500",1,7,개인,개인,1993,아란12길 8,-,직거래,-,24.03.28
1468,제주특별자치도 제주시 애월읍 애월리,1622,1622,0,혁승애월다움,84.4265,202402,20,"23,000",-,6,개인,개인,2017,애원로 11,-,직거래,-,24.06.11
1469,제주특별자치도 제주시 연동,292-8,292,8,연동엘리시아3차,79.83,202402,20,"38,000",-,2,개인,개인,2013,은남1길 18,-,직거래,-,24.03.05
1470,제주특별자치도 제주시 도련일동,1585-5,1585,5,반석스위스타운,80.955,202402,20,"21,400",반석스위트타운 나동,3,개인,개인,2002,삼봉로 170,-,중개거래,제주 제주시,24.04.05
1471,제주특별자치도 제주시 일도이동,46,46,0,일도2차신천지,59.98,202402,20,"29,000",203,4,개인,개인,1994,천수로 92,-,직거래,-,24.02.23
1472,제주특별자치도 제주시 노형동,754-4,754,4,부영2차,45.9078,202402,20,"33,000",206,6,개인,개인,2001,과원로 11,-,중개거래,제주 제주시,24.05.03
1473,제주특별자치도 제주시 노형동,Jan-83,2583,1,노형뜨란채,84.67,202402,19,"57,000",207,5,개인,개인,2006,수덕로 44,-,중개거래,제주 제주시,24.05.31
1474,제주특별자치도 제주시 일도이동,132-44,132,44,서반,83.3498,202402,19,"22,500",-,3,개인,개인,2000,고마로 21,-,중개거래,제주 제주시,24.04.05
1475,제주특별자치도 제주시 외도일동,529-1,529,1,해밀마루,46.74,202402,19,"20,000",-,8,개인,개인,2019,우정로15길 48,-,중개거래,제주 제주시,24.03.21
1476,제주특별자치도 제주시 노형동,Jan-83,2583,1,노형뜨란채,84.67,202402,19,"57,000",-,5,개인,개인,2006,수덕로 44,20240522,중개거래,제주 제주시,-
1477,제주특별자치도 제주시 화북일동,12월 01일,12,1,화북주공4단지,49.5,202402,18,"26,000",415,2,개인,개인,1998,동화로1길 10,-,중개거래,제주 제주시,24.03.29
1478,제주특별자치도 제주시 외도일동,450-8,450,8,핀크스,139.01,202402,18,"41,000",A,6,개인,개인,2007,우정로5길 7,-,중개거래,제주 제주시,24.03.12
1479,제주특별자치도 제주시 월평동,745,745,0,제주첨단꿈에그린2단지아파트,84.7938,202402,16,"48,000",215동,2,개인,개인,2017,첨단로동길 74,-,중개거래,제주 제주시,24.02.26
1480,제주특별자치도 제주시 삼도이동,599-1,599,1,모다세인트빌,80.72,202402,16,"26,500",-,5,개인,개인,2020,서사로 69,20240229,중개거래,제주 제주시,-
1481,제주특별자치도 제주시 외도일동,499-4,499,4,제웅스카이빌,82.77,202402,16,"25,800",-,9,개인,개인,2003,우정로 51,-,중개거래,제주 제주시,24.04.04
1482,제주특별자치도 제주시 삼도이동,599-1,599,1,모다세인트빌,80.72,202402,16,"26,500",-,5,개인,개인,2020,서사로 69,-,중개거래,제주 제주시,24.03.08
1483,제주특별자치도 제주시 이도이동,777,777,0,주공2차,46.74,202402,16,"48,500",207,5,개인,개인,1988,구남로 43,-,중개거래,제주 제주시,24.04.16
1484,제주특별자치도 제주시 외도일동,486-5,486,5,비치나빌리지,84.97,202402,16,"24,000",외도아파트,3,개인,개인,2020,우령서로 45,-,중개거래,제주 제주시,24.03.15
1485,제주특별자치도 제주시 연동,300-3,300,3,남해오네뜨,32.39,202402,16,"22,500",-,10,개인,개인,2019,삼무로11길 9,-,중개거래,제주 제주시,24.02.27
1486,제주특별자치도 제주시 한림읍 한림리,1449-1,1449,1,회성푸르니5차,74.6913,202402,15,"24,000",A동,1,개인,개인,2015,한림남2길 8,-,중개거래,제주 제주시,24.04.30
1487,제주특별자치도 제주시 외도일동,534-1,534,1,갤럭시타운,67.7146,202402,15,"23,800",-,2,개인,개인,2013,우령서로 57,-,중개거래,제주 제주시,24.03.28
1488,제주특별자치도 제주시 이도이동,1061-10,1061,10,메디치,25.48,202402,15,"8,000",-,10,개인,개인,2012,가령로 76,-,직거래,-,24.02.15
1489,제주특별자치도 제주시 도두일동,Feb-19,2619,2,도두네오하임B,83.34,202402,15,"38,000",-,9,개인,법인,2017,도두항서7길 5-10,-,직거래,-,24.03.08
1490,제주특별자치도 제주시 노형동,754-4,754,4,부영2차,45.9078,202402,15,"32,000",202,4,개인,개인,2001,과원로 11,-,중개거래,제주 제주시,24.02.22
1491,제주특별자치도 제주시 노형동,Jan-83,2583,1,노형뜨란채,84.67,202402,15,"59,000",201,6,개인,개인,2006,수덕로 44,-,중개거래,제주 제주시,24.03.05
1492,제주특별자치도 제주시 노형동,753-1,753,1,중흥에스클래스,84.9963,202402,15,"68,000",101,10,개인,개인,2003,한라대학로 107,-,중개거래,제주 제주시,24.03.27
1493,제주특별자치도 제주시 이도이동,1956,1956,0,이도한일베라체,175.71,202402,14,"97,000",108,11,개인,개인,2011,신설로 55,-,중개거래,제주 제주시,24.02.15
1494,제주특별자치도 제주시 화북일동,12월 01일,12,1,화북주공4단지,59.93,202402,14,"35,000",401,6,개인,개인,1998,동화로1길 10,-,중개거래,제주 제주시,24.03.15
1495,제주특별자치도 제주시 외도일동,560-1,560,1,외도부영1차,49.896,202402,14,"22,500",109,10,개인,개인,2000,우정로11길 22,-,중개거래,제주 제주시,24.02.28
1496,제주특별자치도 제주시 연동,314-90,314,90,고정아파트,84.98,202402,14,"50,000",-,6,개인,개인,2016,선덕로 26,-,중개거래,제주 제주시,24.07.01
1497,제주특별자치도 제주시 일도이동,416-7,416,7,그랑팰리스,84.81,202402,14,"37,000",-,5,개인,개인,2017,천수로9길 1,-,직거래,-,24.03.13
1498,제주특별자치도 제주시 삼도일동,321-1,321,1,삼성뜨래별,71.99,202402,14,"29,000",-,10,개인,개인,2016,홍랑길 26-17,20240329,중개거래,제주 제주시,-
1499,제주특별자치도 제주시 연동,306-6,306,6,장원훼밀리,84.18,202402,13,"31,000",-,12,개인,개인,2004,사장길 29,-,중개거래,제주 제주시,24.03.05
1500,제주특별자치도 제주시 삼도이동,599-3,599,3,수미안아파트,77.88,202402,13,"36,000",-,7,개인,개인,2019,서사로 73,-,중개거래,제주 제주시,24.03.07
1501,제주특별자치도 제주시 연동,306,306,0,제주연동중흥S-클래스,38.9956,202402,13,"28,000",-,6,개인,개인,2020,신대로 160,20240215,직거래,-,-
1502,제주특별자치도 제주시 화북이동,5762,5762,0,화북세원멤버스,83.6259,202402,13,"40,700",-,4,법인,법인,2023,거로남4길 28,-,중개거래,제주 제주시,24.02.23
1503,제주특별자치도 제주시 삼양이동,Apr-42,2142,4,다연,81.359,202402,13,"26,800",-,2,개인,개인,2005,일주동로 322,-,직거래,-,24.05.20
1504,제주특별자치도 제주시 용담일동,251-17,251,17,덕진아파트(B동),84.85,202402,13,"29,500",-,3,개인,개인,2006,남성로 67,-,중개거래,제주 제주시,24.03.15
1505,제주특별자치도 제주시 오라이동,1394-1,1394,1,오라동벽강하이본타워4차,84.89,202402,8,"42,500",101동,4,개인,개인,2017,사평6길 37-8,-,중개거래,제주 제주시,24.02.26
1506,제주특별자치도 제주시 일도이동,151-16,151,16,미화맨션,71.22,202402,8,"11,000",다형,1,개인,개인,1987,동광로21길 31,-,직거래,-,24.02.08
1507,제주특별자치도 제주시 연동,Jan-64,1964,1,대림(103동),84.92,202402,8,"29,000",103,4,개인,개인,1991,성신로 9,-,중개거래,제주 제주시,24.02.29
1508,제주특별자치도 제주시 삼양이동,2333,2333,0,제주삼화사랑으로부영5차,84.3616,202402,8,"51,000",512,2,개인,개인,2013,화삼로 166,-,중개거래,제주 제주시,24.03.15
1509,제주특별자치도 제주시 구좌읍 세화리,1307-1,1307,1,세화비치타운,39.8,202402,8,"10,700",-,4,개인,개인,2017,일주동로 3171,-,직거래,-,24.02.29
1510,제주특별자치도 제주시 도련일동,1909,1909,0,제주삼화사랑으로부영7차,84.9933,202402,7,"59,500",705동,8,개인,개인,2015,화삼북로 90,-,중개거래,제주 제주시,24.03.28
1511,제주특별자치도 제주시 노형동,754-4,754,4,부영2차,45.9078,202402,7,"29,500",202,3,개인,개인,2001,과원로 11,-,중개거래,제주 제주시,24.03.21
1512,제주특별자치도 제주시 연동,284-5,284,5,미도스카이빌,28.62,202402,7,"6,700",-,10,개인,개인,2012,노연로 118-1,-,중개거래,제주 제주시,24.02.15
1513,제주특별자치도 제주시 이도이동,1078-6,1078,6,부양장미2차,59.4,202402,7,"19,500",-,4,개인,개인,1995,오복2길 27,-,중개거래,제주 제주시,24.03.21
1514,제주특별자치도 제주시 조천읍 신촌리,1861,1861,0,신촌다정타운,47.0171,202402,6,"8,900",나,3,개인,개인,2002,신촌3길 16-5,-,직거래,-,24.02.06
1515,제주특별자치도 제주시 조천읍 함덕리,1424,1424,0,쉬젠비아채,84.8055,202402,6,"27,000",나동,1,개인,법인,2017,함덕12길 51,-,직거래,-,24.02.08
1516,제주특별자치도 제주시 삼양이동,Mar-32,2132,3,동명,84.878,202402,6,"23,500",나,2,개인,개인,1991,일주동로 361,-,중개거래,제주 제주시,24.02.20
1517,제주특별자치도 제주시 조천읍 함덕리,1424,1424,0,쉬젠비아채,84.8055,202402,6,"27,000",나동,1,개인,법인,2017,함덕12길 51,-,직거래,-,24.02.08
1518,제주특별자치도 제주시 애월읍 하귀1리,167,167,0,제주하귀휴먼시아1단지,84.72,202402,6,"43,000",104,2,개인,개인,2010,하귀9길 45,-,중개거래,제주 제주시,24.03.25
1519,제주특별자치도 제주시 연동,300-3,300,3,남해오네뜨,32.39,202402,6,"19,500",-,8,개인,개인,2019,삼무로11길 9,-,중개거래,제주 제주시,24.04.09
1520,제주특별자치도 제주시 외도일동,449-1,449,1,제웅1차솔내음빌리지,39.3,202402,5,"9,500",-,3,개인,개인,2011,우정로 17,-,중개거래,제주 제주시,24.02.15
1521,제주특별자치도 제주시 노형동,754-4,754,4,부영2차,45.9078,202402,5,"33,000",203,9,개인,개인,2001,과원로 11,-,중개거래,제주 제주시,24.03.15
1522,제주특별자치도 제주시 연동,294-85,294,85,엘리시아,30.13,202402,5,"7,700",-,8,개인,개인,2013,사장1길 16,-,직거래,-,24.02.26
1523,제주특별자치도 제주시 노형동,731-1,731,1,현대아이파크,84.98,202402,5,"65,000",103,14,개인,개인,2001,원노형로 90,-,중개거래,경기 동두천시,24.02.19
1524,제주특별자치도 제주시 화북일동,09월 01일,9,1,"화북주공2,3단지",59.93,202402,5,"31,500",화북2아파트205,4,개인,개인,1998,동화로1길 39,-,중개거래,제주 제주시,24.03.29
1525,제주특별자치도 제주시 삼도일동,558-1,558,1,대명꿈의고향,84.86,202402,5,"26,000",-,12,개인,개인,2003,홍랑길 4-2,-,중개거래,제주 제주시,24.02.19
1526,제주특별자치도 제주시 이호이동,1049,1049,0,성지휴캐슬,82.581,202402,3,"30,500",-,5,개인,개인,2017,오광로 69,-,중개거래,제주 제주시,24.02.29
1527,제주특별자치도 제주시 노형동,753-1,753,1,중흥에스클래스,59.957,202402,3,"53,000",107,3,개인,개인,2003,한라대학로 107,-,중개거래,제주 제주시,24.04.26
1528,제주특별자치도 제주시 외도일동,560-1,560,1,외도부영1차,59.933,202402,3,"30,000",107,4,개인,개인,2000,우정로11길 22,-,중개거래,제주 제주시,24.02.28
1529,제주특별자치도 제주시 일도이동,409-10,409,10,일도남양,82.33,202402,3,"19,300",-,1,개인,개인,1992,천수로9길 9,-,중개거래,제주 제주시,24.04.26
1530,제주특별자치도 제주시 노형동,754-3,754,3,부영3차,84.9508,202402,3,"68,500",303,10,개인,개인,2001,과원로 27,-,중개거래,제주 제주시,24.03.15
1531,제주특별자치도 제주시 노형동,754-3,754,3,부영3차,84.9508,202402,3,"68,500",-,10,개인,개인,2001,과원로 27,20240327,중개거래,제주 제주시,-
1532,제주특별자치도 제주시 화북이동,5762,5762,0,화북세원멤버스,83.6259,202402,3,"41,600",-,5,개인,법인,2023,거로남4길 28,-,중개거래,제주 제주시,24.02.26
1533,제주특별자치도 제주시 이도이동,888,888,0,주공1,40.32,202402,3,"47,000",111,5,개인,개인,1985,구남로7길 36,-,중개거래,제주 제주시,24.03.13
