NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
415,제주특별자치도 제주시 월평동,745,745,0,제주첨단꿈에그린2단지아파트,97.8898,202410,14,"54,000",-,1,개인,개인,2017,첨단로동길 74,20241106,중개거래,제주 제주시,-
416,제주특별자치도 제주시 연동,280-15,280,15,삼무파크빌,84.9,202410,13,"28,800",-,4,개인,개인,2007,도령로 128,-,직거래,-,24.11.26
417,제주특별자치도 제주시 이호이동,1046,1046,0,이호휴캐슬,60.58,202410,13,"24,000",-,4,개인,개인,2017,오광로 65,-,직거래,-,24.11.04
418,제주특별자치도 제주시 노형동,732,732,0,부영1차,80.6583,202410,13,"70,500",101,12,개인,개인,2001,원노형로 93,-,중개거래,제주 제주시,24.12.12
419,제주특별자치도 제주시 화북이동,117,117,0,제주삼화엘에이치2단지,84.95,202410,12,"59,500",208,6,개인,개인,2014,화삼로 32,-,중개거래,제주 제주시,24.11.29
420,제주특별자치도 제주시 외도일동,560-2,560,2,부영(2차),84.9873,202410,12,"41,000",부영아파트 202,1,개인,개인,2001,우평로 318,-,중개거래,제주 제주시,24.12.03
421,제주특별자치도 제주시 노형동,Jan-83,2583,1,노형뜨란채,84.85,202410,12,"59,300",204,4,개인,개인,2006,수덕로 44,-,중개거래,제주 제주시,24.12.27
422,제주특별자치도 제주시 일도이동,47,47,0,일도삼주,59.97,202410,12,"27,600",103,1,개인,개인,1993,천수로8길 18,-,중개거래,제주 제주시,24.11.19
423,제주특별자치도 제주시 노형동,754-4,754,4,부영2차,45.9078,202410,12,"33,000",206,8,개인,개인,2001,과원로 11,-,중개거래,제주 제주시,24.12.31
424,제주특별자치도 제주시 연동,271-3,271,3,가완에어텔,33.16,202410,12,"7,300",-,7,개인,개인,2003,신광로 17,-,직거래,-,24.10.17
425,제주특별자치도 제주시 도련일동,1910,1910,0,제주삼화사랑으로부영8차,84.9933,202410,12,"58,700",809동,1,개인,개인,2016,화삼로 89,-,중개거래,제주 제주시,25.01.20
426,제주특별자치도 제주시 외도일동,560-1,560,1,외도부영1차,49.896,202410,11,"20,900",103,6,개인,개인,2000,우정로11길 22,-,중개거래,제주 제주시,25.01.10
427,제주특별자치도 제주시 애월읍 하귀1리,166-1,166,1,제주하귀휴먼시아2단지,84.67,202410,11,"42,200",201,3,개인,개인,2010,하귀9길 71,-,중개거래,제주 제주시,24.12.09
428,제주특별자치도 제주시 노형동,754-3,754,3,부영3차,84.9508,202410,11,"64,000",302,8,개인,개인,2001,과원로 27,-,중개거래,제주 제주시,24.12.19
429,제주특별자치도 제주시 노형동,Jan-83,2583,1,노형뜨란채,84.98,202410,11,"59,500",216,2,개인,개인,2006,수덕로 44,-,중개거래,제주 제주시,24.12.20
430,제주특별자치도 제주시 월평동,747,747,0,제주첨단꿈에그린3단지아파트,97.8898,202410,11,"53,000",314동,1,개인,개인,2018,첨단로동길 106,-,중개거래,제주 제주시,24.11.05
431,제주특별자치도 제주시 애월읍 하귀1리,166-1,166,1,제주하귀휴먼시아2단지,84.67,202410,11,"42,200",-,3,개인,개인,2010,하귀9길 71,20241116,중개거래,제주 제주시,-
432,제주특별자치도 제주시 삼양이동,2333,2333,0,제주삼화사랑으로부영5차,84.3616,202410,11,"52,900",512,5,개인,개인,2013,화삼로 166,-,중개거래,제주 제주시,24.11.08
433,제주특별자치도 제주시 도련이동,548,548,0,제주삼화사랑으로부영1차,73.9049,202410,11,"47,400",106,5,개인,개인,2013,화삼북로 136,-,중개거래,제주 제주시,24.11.27
434,제주특별자치도 제주시 한림읍 한림리,1449-1,1449,1,회성푸르니5차,84.0119,202410,10,"27,000",A동,5,개인,개인,2015,한림남2길 8,-,직거래,-,24.10.10
435,제주특별자치도 제주시 한림읍 한림리,555,555,0,한림대호(대호베리골),59.85,202410,10,"11,200",나,2,개인,개인,2001,명랑로 49,-,중개거래,제주 제주시,24.10.10
436,제주특별자치도 제주시 삼양이동,2180-16,2180,16,한양,103.32,202410,10,"20,000",-,5,개인,개인,1995,지석12길 5,-,직거래,-,24.11.08
437,제주특별자치도 제주시 연동,Jun-25,2325,6,타워프로빌,138.14,202410,9,"51,000",-,6,개인,개인,2010,도령로 95,-,중개거래,제주 제주시,25.01.31
438,제주특별자치도 제주시 일도이동,321-19,321,19,일도더팰리스,83.47,202410,9,"41,000",-,2,개인,개인,2023,고마로9길 3,-,중개거래,제주 제주시,24.10.30
439,제주특별자치도 제주시 오라이동,1495,1495,0,화인퍼스트빌3차,84.93,202410,8,"35,500",-,4,개인,개인,2016,연사2길 16-11,-,중개거래,제주 제주시,24.11.29
440,제주특별자치도 제주시 용담일동,219-8,219,8,다올해피죤,84.9525,202410,8,"30,000",-,6,개인,개인,2013,용담로 141,-,중개거래,제주 제주시,24.12.09
441,제주특별자치도 제주시 건입동,674,674,0,아산프라자,71.58,202410,8,"23,500",-,8,개인,개인,2006,임항로 279,-,중개거래,제주 제주시,25.01.31
442,제주특별자치도 제주시 외도일동,560-1,560,1,외도부영1차,59.933,202410,8,"24,100",104,2,개인,개인,2000,우정로11길 22,-,중개거래,제주 제주시,24.12.19
443,제주특별자치도 제주시 연동,294-107,294,107,현암노블레스빌1차,69.08,202410,8,"21,200",-,9,개인,개인,2005,신대로18길 22,-,중개거래,제주 제주시,24.11.28
444,제주특별자치도 제주시 연동,May-19,2319,5,연동대일,84.9,202410,8,"27,000",가,5,개인,개인,1991,성신로 16,-,중개거래,제주 제주시,24.10.18
445,제주특별자치도 제주시 노형동,906-4,906,4,공간에버빌,84.97,202410,7,"37,500",-,3,개인,개인,2004,원노형5길 4,-,중개거래,제주 제주시,24.11.15
446,제주특별자치도 제주시 이도이동,1956,1956,0,이도한일베라체,84.5,202410,7,"60,500",103,1,개인,개인,2011,신설로 55,-,중개거래,제주 제주시,25.02.14
447,제주특별자치도 제주시 애월읍 하귀1리,167,167,0,제주하귀휴먼시아1단지,84.82,202410,7,"41,500",101,2,개인,개인,2010,하귀9길 45,-,중개거래,제주 제주시,24.11.20
448,제주특별자치도 제주시 애월읍 하귀1리,167,167,0,제주하귀휴먼시아1단지,84.72,202410,7,"43,500",108,9,개인,개인,2010,하귀9길 45,-,중개거래,제주 제주시,24.11.13
449,제주특별자치도 제주시 조천읍 신촌리,Jan-51,1951,1,태흥빌라,84.74,202410,7,"12,200",-,2,개인,개인,2001,신촌11길 28-1,-,중개거래,제주 제주시,24.11.13
450,제주특별자치도 제주시 연동,2332-17,2332,17,도령해든빌,21.7292,202410,7,"6,900",-,10,개인,개인,2011,도령로 127-1,-,중개거래,제주 제주시,24.10.07
451,제주특별자치도 제주시 아라일동,Mar-82,6082,3,아라원신,84.84,202410,6,"35,500",102,2,개인,개인,1992,중앙로 578,-,중개거래,제주 제주시,25.01.17
452,제주특별자치도 제주시 연동,May-61,1961,5,한라하이츠빌라,84.92,202410,6,"24,750",-,4,개인,개인,1998,도령로7길 22,-,중개거래,제주 제주시,24.11.18
453,제주특별자치도 제주시 이호이동,1049,1049,0,성지휴캐슬,82.581,202410,6,"32,000",-,2,개인,개인,2017,오광로 69,-,중개거래,제주 제주시,24.12.10
454,제주특별자치도 제주시 월평동,745,745,0,제주첨단꿈에그린2단지아파트,84.7938,202410,6,"49,800",208동,5,개인,개인,2017,첨단로동길 74,-,중개거래,제주 제주시,24.11.27
455,제주특별자치도 제주시 연동,Mar-64,1964,3,펠리체,84.9864,202410,4,"50,000",-,14,개인,개인,2012,도령로 73,-,중개거래,제주 제주시,24.11.22
456,제주특별자치도 제주시 도남동,811,811,0,도남해모로리치힐아파트,84.9753,202410,4,"68,500",108동,2,개인,개인,2019,도남서길 14,-,중개거래,제주 제주시,24.11.20
457,제주특별자치도 제주시 노형동,754-4,754,4,부영2차,45.9078,202410,4,"34,500",204,6,개인,개인,2001,과원로 11,-,중개거래,제주 제주시,24.10.30
458,제주특별자치도 제주시 노형동,731-1,731,1,현대아이파크,84.98,202410,4,"70,000",102,9,개인,개인,2001,원노형로 90,-,중개거래,제주 제주시,24.10.15
459,제주특별자치도 제주시 노형동,Feb-85,2585,2,노형이-편한세상,125.659,202410,4,"116,500",103동,11,개인,개인,2005,수덕로 78,-,중개거래,제주 제주시,25.02.07
460,제주특별자치도 제주시 노형동,754-4,754,4,부영2차,45.9078,202410,4,"33,000",206,5,개인,개인,2001,과원로 11,-,중개거래,제주 제주시,24.10.28
461,제주특별자치도 제주시 노형동,731-1,731,1,현대아이파크,84.98,202410,3,"74,000",104,13,개인,개인,2001,원노형로 90,-,중개거래,제주 제주시,25.01.02
462,제주특별자치도 제주시 외도일동,560-1,560,1,외도부영1차,49.896,202410,3,"21,700",109,10,개인,개인,2000,우정로11길 22,-,중개거래,제주 제주시,24.12.05
463,제주특별자치도 제주시 월평동,745,745,0,제주첨단꿈에그린2단지아파트,84.7938,202410,3,"49,750",210동,5,개인,개인,2017,첨단로동길 74,-,중개거래,제주 제주시,25.01.13
464,제주특별자치도 제주시 일도이동,133-9,133,9,전원아트빌(2차),73.14,202410,3,"19,000",-,9,개인,개인,2004,동문로 132,-,중개거래,제주 제주시,25.02.06
465,제주특별자치도 제주시 화북이동,116,116,0,제주삼화사랑으로부영2차,84.3616,202410,3,"56,500",202,8,개인,개인,2013,화삼로 12,-,중개거래,제주 제주시,24.12.10
466,제주특별자치도 제주시 이도일동,1258-1,1258,1,장원스카이팰리스,120.045,202410,3,"47,200",-,6,개인,개인,2013,동광로3길 3,-,중개거래,제주 제주시,24.10.24
467,제주특별자치도 제주시 삼도이동,248-15,248,15,대명참이슬,84.32,202410,3,"21,900",-,4,개인,개인,2001,남성로26길 10,-,중개거래,제주 제주시,24.12.10
468,제주특별자치도 제주시 이도이동,777,777,0,주공3,39.69,202410,2,"40,000",307,1,개인,개인,1989,구남로 31,-,중개거래,제주 제주시,24.11.04
469,제주특별자치도 제주시 연동,252-19,252,19,준영푸른빌,178.98,202410,2,"32,000",-,6,개인,개인,2011,제원4길 21,-,직거래,-,24.10.02
470,제주특별자치도 제주시 외도일동,448-1,448,1,외도타워,84.3978,202410,2,"30,000",-,6,개인,개인,2013,절물2길 8-7,-,중개거래,제주 제주시,24.10.22
471,제주특별자치도 제주시 이도이동,1956,1956,0,이도한일베라체,106.46,202410,2,"89,000",109,10,개인,개인,2011,신설로 55,-,중개거래,제주 제주시,24.10.24
472,제주특별자치도 제주시 노형동,731-1,731,1,현대아이파크,75.05,202410,2,"61,500",101,5,개인,개인,2001,원노형로 90,-,중개거래,제주 제주시,24.10.14
473,제주특별자치도 제주시 일도이동,392-3,392,3,이담세띠앙,48.125,202410,2,"17,500",-,8,개인,개인,2012,가령골길 11,-,직거래,-,24.10.04
474,제주특별자치도 제주시 연동,257,257,0,디지털한빛,79.9929,202410,1,"49,000",디지털한빛아파트 102,12,개인,개인,2005,연동4길 32,-,중개거래,제주 제주시,24.10.18
475,제주특별자치도 제주시 연동,308-8,308,8,그린,84.24,202410,1,"21,900",-,9,개인,개인,2003,비월길 34,-,중개거래,제주 제주시,24.12.06
476,제주특별자치도 제주시 외도일동,560-1,560,1,외도부영1차,59.933,202410,1,"27,000",105,10,개인,개인,2000,우정로11길 22,-,중개거래,제주 제주시,24.10.31
477,제주특별자치도 제주시 도련일동,1910,1910,0,제주삼화사랑으로부영8차,84.9933,202410,1,"59,000",809동,3,개인,개인,2016,화삼로 89,-,중개거래,제주 제주시,25.02.06
478,제주특별자치도 제주시 연동,260-39,260,39,연동태홍누리안3차,84.42,202409,30,"34,300",-,10,개인,개인,2009,삼무로 15,20241021,중개거래,제주 제주시,-
479,제주특별자치도 제주시 연동,260-39,260,39,연동태홍누리안3차,84.42,202409,30,"34,300",-,10,개인,개인,2009,삼무로 15,-,중개거래,제주 제주시,24.10.25
480,제주특별자치도 제주시 연동,293-13,293,13,시스빌,37.58,202409,30,"10,400",-,11,개인,개인,2004,연동11길 39,-,직거래,-,24.10.18
481,제주특별자치도 제주시 일도이동,113,113,0,일도우성1,76.43,202409,30,"40,000",101,2,개인,개인,1995,태성로 3,-,직거래,-,24.10.14
482,제주특별자치도 제주시 건입동,940-3,940,3,현대,67.93,202409,30,"25,800",107,5,개인,개인,1993,만덕로3길 26,-,중개거래,제주 제주시,24.12.03
483,제주특별자치도 제주시 노형동,Feb-85,2585,2,노형이-편한세상,110.63,202409,30,"87,000",107동,4,개인,개인,2005,수덕로 78,-,중개거래,제주 제주시,24.10.29
484,제주특별자치도 제주시 아라일동,6121,6121,0,아라아이파크,107.5158,202409,30,"84,800",107,1,개인,개인,2013,인다1길 20,-,중개거래,제주 제주시,25.02.10
485,제주특별자치도 제주시 조천읍 함덕리,Jan-72,2872,1,함덕천마에코피아,66.4009,202409,30,"20,000",-,2,개인,개인,2018,함덕6길 39,-,중개거래,제주 제주시,24.10.31
486,제주특별자치도 제주시 삼양이동,2333,2333,0,제주삼화사랑으로부영5차,66.4409,202409,29,"45,000",502,4,개인,개인,2013,화삼로 166,-,중개거래,제주 제주시,24.12.02
487,제주특별자치도 제주시 화북일동,09월 01일,9,1,"화북주공2,3단지",59.93,202409,29,"26,900",화북2아파트205,1,개인,개인,1998,동화로1길 39,-,중개거래,제주 제주시,24.11.20
488,제주특별자치도 제주시 화북일동,Aug-72,1972,8,남양,69.69,202409,29,"15,000",-,4,개인,개인,1991,진남로8길 12,-,중개거래,제주 제주시,25.01.10
489,제주특별자치도 제주시 용담이동,609-2,609,2,영보맨션,54.66,202409,28,"12,500",가,3,개인,개인,1992,용화로5길 7,-,중개거래,제주 제주시,24.12.04
490,제주특별자치도 제주시 도남동,800,800,0,도남1차e-편한세상,103.488,202409,28,"60,800",도남1차e-편한세상 106,9,개인,개인,2005,오남로 7-13,-,중개거래,제주 제주시,24.11.29
491,제주특별자치도 제주시 외도일동,560-1,560,1,외도부영1차,59.933,202409,28,"27,400",107,3,개인,개인,2000,우정로11길 22,-,중개거래,제주 제주시,24.11.08
492,제주특별자치도 제주시 월평동,747,747,0,제주첨단꿈에그린3단지아파트,97.8898,202409,28,"53,000",313동,1,개인,개인,2018,첨단로동길 106,-,중개거래,제주 제주시,24.11.11
493,제주특별자치도 제주시 외도일동,533-1,533,1,하늘숲,84.823,202409,28,"26,500",1,3,개인,개인,2013,우정로7길 26-1,-,중개거래,제주 제주시,24.12.30
494,제주특별자치도 제주시 외도일동,636-3,636,3,챠밍2차,84.98,202409,28,"26,800",-,2,개인,개인,2005,우령4길 37,-,중개거래,제주 제주시,24.10.25
495,제주특별자치도 제주시 연동,May-32,2332,5,연동아이진빌,33.21,202409,28,"12,300",-,8,개인,개인,2011,도령로15길 4,-,중개거래,제주 제주시,24.10.08
496,제주특별자치도 제주시 용담삼동,505,505,0,용두암현대1,83.55,202409,28,"30,000",105,4,개인,개인,1991,용담로5길 25,-,중개거래,제주 제주시,24.11.29
497,제주특별자치도 제주시 일도이동,321-19,321,19,일도더팰리스,81.6,202409,27,"30,770",-,6,개인,법인,2023,고마로9길 3,-,직거래,-,24.10.08
498,제주특별자치도 제주시 삼도일동,321-1,321,1,삼성뜨래별,84.19,202409,27,"38,500",-,6,개인,개인,2016,홍랑길 26-17,-,중개거래,제주 제주시,24.12.05
499,제주특별자치도 제주시 이도이동,1080-16,1080,16,은하,75.09,202409,26,"20,700",-,4,개인,개인,2002,중앙로 323-1,-,중개거래,제주 제주시,24.11.20
500,제주특별자치도 제주시 삼도이동,599-3,599,3,수미안아파트,77.88,202409,26,"35,000",-,5,개인,개인,2019,서사로 73,-,중개거래,제주 제주시,24.11.01
501,제주특별자치도 제주시 일도이동,321-19,321,19,일도더팰리스,81.06,202409,26,"28,021",-,3,개인,법인,2023,고마로9길 3,-,직거래,-,24.10.16
502,제주특별자치도 제주시 연동,279-2,279,2,벽강하이본타워,40.06,202409,26,"9,950",-,6,개인,개인,2003,신대로22길 40,-,중개거래,제주 제주시,24.09.30
503,제주특별자치도 제주시 용담이동,609-77,609,77,헤르지아,84.9902,202409,26,"31,900",-,3,개인,개인,2012,성화로 2,-,직거래,-,24.09.27
504,제주특별자치도 제주시 일도이동,321-19,321,19,일도더팰리스,94.59,202409,26,"37,110",-,12,개인,법인,2023,고마로9길 3,-,직거래,-,24.10.16
505,제주특별자치도 제주시 화북일동,Apr-66,1966,4,정우빌리지,84.99,202409,26,"26,000",-,2,개인,개인,2011,진남로6길 22-1,-,중개거래,제주 제주시,25.01.20
506,제주특별자치도 제주시 일도이동,321-19,321,19,일도더팰리스,82.22,202409,26,"33,000",-,7,개인,법인,2023,고마로9길 3,-,직거래,-,24.11.14
507,제주특별자치도 제주시 일도이동,133-9,133,9,전원아트빌(2차),83.19,202409,26,"21,800",-,4,개인,개인,2004,동문로 132,-,중개거래,제주 제주시,24.10.22
508,제주특별자치도 제주시 일도이동,321-19,321,19,일도더팰리스,81.06,202409,26,"29,300",-,4,개인,법인,2023,고마로9길 3,-,직거래,-,24.10.25
509,제주특별자치도 제주시 화북이동,Jan-48,4748,1,벨루스타운Ⅲ,79.33,202409,25,"29,900",-,5,개인,개인,2018,거로동길 18,-,중개거래,제주 제주시,24.12.24
510,제주특별자치도 제주시 일도이동,321-19,321,19,일도더팰리스,88.82,202409,25,"33,663",-,7,개인,법인,2023,고마로9길 3,-,직거래,-,24.10.04
511,제주특별자치도 제주시 노형동,945,945,0,유나이티드,68.97,202409,25,"22,000",-,6,개인,개인,1984,원노형10길 28,-,직거래,-,24.09.26
512,제주특별자치도 제주시 연동,279-2,279,2,벽강하이본타워,32.04,202409,25,"9,500",-,8,개인,개인,2003,신대로22길 40,-,직거래,-,24.10.10
513,제주특별자치도 제주시 화북일동,12월 01일,12,1,화북주공4단지,49.5,202409,25,"24,000",415,1,개인,개인,1998,동화로1길 10,-,중개거래,제주 제주시,25.01.10
514,제주특별자치도 제주시 일도이동,47,47,0,일도삼주,59.97,202409,25,"33,500",103,6,개인,개인,1993,천수로8길 18,-,직거래,-,24.09.27
515,제주특별자치도 제주시 노형동,914-1,914,1,재형파크빌,83.15,202409,25,"27,500",-,3,개인,개인,2003,원노형3길 17,-,중개거래,제주 제주시,24.09.26
516,제주특별자치도 제주시 도련이동,548,548,0,제주삼화사랑으로부영1차,73.9049,202409,25,"47,700",101,6,개인,개인,2013,화삼북로 136,-,중개거래,제주 제주시,24.10.16
517,제주특별자치도 제주시 월평동,747,747,0,제주첨단꿈에그린3단지아파트,97.8898,202409,25,"50,000",315동,1,개인,개인,2018,첨단로동길 106,-,중개거래,제주 제주시,24.10.21
518,제주특별자치도 제주시 아라일동,Mar-82,6082,3,아라원신,84.735,202409,25,"34,000",102,2,개인,개인,1992,중앙로 578,-,직거래,-,24.09.26
519,제주특별자치도 제주시 이도이동,1011-3,1011,3,영도갤럭시타운,22.3279,202409,25,"11,900",-,8,개인,개인,2017,중앙로 266,-,직거래,-,24.10.10
520,제주특별자치도 제주시 화북일동,10월 01일,10,1,화북주공1단지,84.6,202409,24,"43,500",화북1아파트 111동,5,개인,개인,1998,동화로1길 11,-,중개거래,제주 제주시,24.11.29
521,제주특별자치도 제주시 노형동,1058-1,1058,1,노형수선화,59.9,202409,24,"17,000",노형수선화아파트나동,5,개인,개인,1994,수덕로 25,-,중개거래,제주 제주시,24.11.15
522,제주특별자치도 제주시 화북일동,10월 01일,10,1,화북주공1단지,84.6,202409,24,"43,500",-,5,개인,개인,1998,동화로1길 11,20240924,중개거래,제주 제주시,-
523,제주특별자치도 제주시 연동,280-33,280,33,연동리젠시빌,82.88,202409,24,"25,300",-,5,개인,개인,2004,신광로1길 20,-,중개거래,제주 제주시,24.10.11
524,제주특별자치도 제주시 도남동,800,800,0,도남1차e-편한세상,120.362,202409,24,"67,000",-,5,개인,개인,2005,오남로 7-13,20241024,중개거래,제주 제주시,-
525,제주특별자치도 제주시 일도이동,321-19,321,19,일도더팰리스,81.6,202409,23,"30,670",-,2,개인,법인,2023,고마로9길 3,-,직거래,-,24.10.11
526,제주특별자치도 제주시 삼도이동,07월 14일,14,7,JNC패밀리3차,84.8497,202409,23,"31,500",-,7,개인,개인,2013,북성로 14,-,직거래,-,24.10.21
527,제주특별자치도 제주시 일도이동,321-19,321,19,일도더팰리스,81.06,202409,23,"29,318",-,7,개인,법인,2023,고마로9길 3,-,직거래,-,24.10.18
528,제주특별자치도 제주시 일도이동,321-19,321,19,일도더팰리스,81.6,202409,23,"30,530",-,8,개인,법인,2023,고마로9길 3,-,직거래,-,24.10.16
529,제주특별자치도 제주시 일도이동,321-19,321,19,일도더팰리스,81.06,202409,23,"30,730",-,12,개인,법인,2023,고마로9길 3,-,직거래,-,24.10.16
530,제주특별자치도 제주시 일도이동,321-19,321,19,일도더팰리스,81.06,202409,23,"29,100",-,5,개인,법인,2023,고마로9길 3,-,직거래,-,24.10.21
531,제주특별자치도 제주시 일도이동,321-19,321,19,일도더팰리스,81.6,202409,23,"28,899",-,5,개인,법인,2023,고마로9길 3,-,직거래,-,24.09.30
532,제주특별자치도 제주시 도남동,800,800,0,도남1차e-편한세상,120.362,202409,23,"67,000",도남1차e-편한세상 104,5,개인,개인,2005,오남로 7-13,-,중개거래,제주 제주시,24.10.25
533,제주특별자치도 제주시 노형동,906-3,906,3,세원멤버스노형2차,84.78,202409,23,"29,700",-,8,개인,개인,2004,원노형5길 8,-,직거래,-,24.10.22
534,제주특별자치도 제주시 삼양이동,2333,2333,0,제주삼화사랑으로부영5차,66.4409,202409,23,"45,200",-,6,개인,개인,2013,화삼로 166,20240923,중개거래,제주 제주시,-
535,제주특별자치도 제주시 삼양이동,2333,2333,0,제주삼화사랑으로부영5차,66.4409,202409,23,"45,200",-,6,개인,개인,2013,화삼로 166,20240923,중개거래,제주 제주시,-
536,제주특별자치도 제주시 도련이동,548,548,0,제주삼화사랑으로부영1차,73.9049,202409,23,"47,800",106,6,개인,개인,2013,화삼북로 136,-,중개거래,제주 제주시,24.10.29
537,제주특별자치도 제주시 삼양이동,2333,2333,0,제주삼화사랑으로부영5차,66.4409,202409,23,"45,200",505,6,개인,개인,2013,화삼로 166,-,중개거래,제주 제주시,24.11.07
538,제주특별자치도 제주시 연동,293-61,293,61,가나타운,21.2225,202409,23,"5,400",-,4,개인,개인,2014,은남4길 17,-,직거래,-,24.09.26
539,제주특별자치도 제주시 월평동,745,745,0,제주첨단꿈에그린2단지아파트,84.7938,202409,23,"49,800",214동,4,개인,개인,2017,첨단로동길 74,-,중개거래,제주 제주시,24.10.08
540,제주특별자치도 제주시 삼도이동,602-1,602,1,아이린5차,84.72,202409,22,"41,500",-,2,개인,개인,2018,전농로9길 27,-,직거래,-,24.10.21
541,제주특별자치도 제주시 노형동,920-13,920,13,노형해든빌(920-13),84.11,202409,21,"43,000",-,3,개인,개인,2012,원노형2길 38,-,중개거래,제주 제주시,24.12.02
542,제주특별자치도 제주시 노형동,754,754,0,부영5차,84.9508,202409,21,"65,000",505,12,개인,개인,2001,과원북2길 12,-,중개거래,제주 제주시,24.12.10
543,제주특별자치도 제주시 노형동,1060-1,1060,1,대왕,59.7,202409,21,"16,500",-,4,개인,개인,1998,수덕7길 14,-,중개거래,제주 제주시,24.11.07
544,제주특별자치도 제주시 도련일동,1910,1910,0,제주삼화사랑으로부영8차,84.9933,202409,21,"57,200",804동,1,개인,개인,2016,화삼로 89,-,중개거래,제주 제주시,25.01.15
545,제주특별자치도 제주시 조천읍 함덕리,1424,1424,0,쉬젠비아채,80.0535,202409,21,"26,500",다동,3,개인,개인,2017,함덕12길 51,-,직거래,-,24.10.28
546,제주특별자치도 제주시 화북일동,09월 01일,9,1,"화북주공2,3단지",59.93,202409,21,"31,000",화북2아파트208,5,개인,개인,1998,동화로1길 39,-,중개거래,제주 제주시,24.10.21
547,제주특별자치도 제주시 이도이동,1956,1956,0,이도한일베라체,84.85,202409,20,"75,000",103,10,개인,개인,2011,신설로 55,-,중개거래,제주 제주시,24.11.08
548,제주특별자치도 제주시 삼양이동,2333,2333,0,제주삼화사랑으로부영5차,66.4409,202409,20,"42,000",506,3,개인,개인,2013,화삼로 166,-,중개거래,제주 제주시,24.10.31
549,제주특별자치도 제주시 이도일동,1692-2,1692,2,신세계에덴,59.986,202409,20,"20,300",-,6,개인,개인,1995,오현길 9,20241011,중개거래,제주 제주시,-
550,제주특별자치도 제주시 이도일동,1708-4,1708,4,극동오벨리스크3차,120.5269,202409,20,"46,200",-,5,개인,개인,2012,고전길 5,-,중개거래,제주 제주시,24.12.19
551,제주특별자치도 제주시 애월읍 하귀1리,167,167,0,제주하귀휴먼시아1단지,84.82,202409,20,"43,500",103,8,개인,개인,2010,하귀9길 45,-,중개거래,제주 제주시,24.10.14
552,제주특별자치도 제주시 외도일동,537-3,537,3,더그라벨,81.7001,202409,19,"34,000",-,8,개인,개인,2016,우령서로 69,-,중개거래,제주 제주시,24.11.20
553,제주특별자치도 제주시 조천읍 함덕리,4168,4168,0,광명샤인빌,84.5989,202409,19,"26,800",107,1,개인,개인,2006,함덕30길 27,-,중개거래,제주 제주시,24.10.18
554,제주특별자치도 제주시 월평동,745,745,0,제주첨단꿈에그린2단지아파트,101.8684,202409,19,"59,000",209동,4,개인,개인,2017,첨단로동길 74,-,중개거래,제주 제주시,24.11.28
555,제주특별자치도 제주시 일도이동,330-26,330,26,삼부장미주상,40.26,202409,19,"11,300",-,10,개인,개인,2004,고마로 56,-,중개거래,제주 제주시,24.09.20
556,제주특별자치도 제주시 일도이동,321-19,321,19,일도더팰리스,88.82,202409,19,"37,013",-,8,개인,법인,2023,고마로9길 3,-,직거래,-,24.11.14
557,제주특별자치도 제주시 봉개동,Jun-65,1965,6,봉개갤럭시타운1차,60.2425,202409,19,"24,000",-,5,개인,개인,2016,봉개4길 22,-,중개거래,제주 제주시,24.10.10
558,제주특별자치도 제주시 애월읍 하귀1리,167,167,0,제주하귀휴먼시아1단지,84.82,202409,19,"40,000",102,1,개인,개인,2010,하귀9길 45,-,직거래,-,24.10.10
559,제주특별자치도 제주시 연동,1399,1399,0,대림이편한세상1차,84.991,202409,18,"75,000",105,8,개인,개인,2001,국기로 14,-,중개거래,제주 제주시,24.10.10
560,제주특별자치도 제주시 이도이동,888,888,0,주공1,49.22,202409,18,"58,000",102,5,개인,개인,1985,구남로7길 36,-,중개거래,제주 제주시,25.01.20
561,제주특별자치도 제주시 조천읍 함덕리,4168,4168,0,광명샤인빌,59.2517,202409,17,"23,300",101,4,개인,법인,2006,함덕30길 27,-,직거래,-,24.10.14
562,제주특별자치도 제주시 노형동,1061-1,1061,1,노형영진1차,58.78,202409,15,"19,800",-,7,개인,개인,1995,정존13길 23,20241017,중개거래,제주 제주시,-
563,제주특별자치도 제주시 노형동,1061-1,1061,1,노형영진1차,58.78,202409,15,"19,800",-,7,개인,개인,1995,정존13길 23,-,중개거래,제주 제주시,24.11.06
564,제주특별자치도 제주시 일도이동,113-7,113,7,대유대림아파트,84.945,202409,15,"52,700",-,2,개인,개인,1997,남광로 181,20241104,중개거래,제주 제주시,-
565,제주특별자치도 제주시 외도일동,448-1,448,1,외도타워,84.7456,202409,14,"32,800",-,11,개인,개인,2013,절물2길 8-7,-,중개거래,제주 제주시,24.11.01
566,제주특별자치도 제주시 외도일동,448-1,448,1,외도타워,84.7456,202409,14,"32,800",-,11,개인,개인,2013,절물2길 8-7,20241101,중개거래,제주 제주시,-
567,제주특별자치도 제주시 외도일동,560-1,560,1,외도부영1차,59.933,202409,14,"26,800",-,6,개인,개인,2000,우정로11길 22,20240927,중개거래,제주 제주시,-
568,제주특별자치도 제주시 도련이동,548,548,0,제주삼화사랑으로부영1차,84.3616,202409,14,"52,500",102,4,개인,개인,2013,화삼북로 136,-,중개거래,제주 제주시,24.11.29
